siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
79950025100019,799500251,OLIVERIO DUARTE LISBOA (RENOV.ISO.CONCEPT.LISBOA),DUARTE LISBOA,43.31Z,43.31Z,130 AVENUE JEAN JAURES 75019 PARIS,75019,PARIS,75,,,,NN,2013-12-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79970328500038,799703285,MPI 94,CRUDU (CRUDU),43.31Z,43.31Z,18 RUE NUNGESSER 93100 MONTREUIL,93100,MONTREUIL,93,,,,NN,2013-12-16,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80450800000036,804508000,CUBE,CHABROL,43.31Z,43.31Z,107 BOULEVARD PONIATOWSKI 75012 PARIS,75012,PARIS,75,,,,11,2014-07-25,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80454456700030,804544567,TECHNO BAT DECORATION,HAMOUDA,43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2014-09-11,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80463278400026,804632784,BM BAT,BUD,43.31Z,43.31Z,24 RUE DU HAMEAU 93600 AULNAY-SOUS-BOIS,93600,AULNAY-SOUS-BOIS,93,,,,NN,2014-09-08,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80479489900018,804794899,CCJ BAT,TOMA,43.31Z,43.31Z,117 RUE DE CHARENTON 75012 PARIS,75012,PARIS,75,,,,11,2014-09-09,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80497528200026,804975282,ECO PLATRE 57,GHASI (GHASI),43.31Z,43.31Z,105 BOULEVARD DIDEROT 75012 PARIS,75012,PARIS,75,,,,NN,2014-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80499700500017,804997005,C.L.M. AMENAGEMENT,DAOUDI,43.31Z,43.31Z,28 RUE DE CHABROL 75010 PARIS,75010,PARIS,75,,,,NN,2014-10-06,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81412765000012,814127650,ION BURGHILA,BURGHILA,43.31Z,43.31Z,65 RUE RENNEQUIN 75017 PARIS,75017,PARIS,75,,,,NN,2015-10-13,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81470801200020,814708012,ID CLOISONS,DOS SANTOS,43.31Z,43.31Z,21 RUE DE LA VIEILLE BAUNE 95500 LE THILLAY,95500,LE THILLAY,95,,,,03,2015-11-09,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81490698800021,814906988,CIU-TIP,CIUREL (CIUREL),43.31Z,43.31Z,11 RUE SAINT PIERRE 91410 DOURDAN,91410,DOURDAN,91,,,,NN,2015-11-23,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81506810100014,815068101,ANTOLUCA,VICOL,43.31Z,43.31Z,2 PASSAGE FLOURENS 75017 PARIS,75017,PARIS,75,,,,NN,2015-11-25,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81533653200024,815336532,NICOLAS CHEVALLIER,CHEVALLIER,43.31Z,43.31Z,24 RUE DE LA REINE BLANCHE 75013 PARIS,75013,PARIS,75,,,,NN,2015-11-10,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80183715400021,801837154,MR93,FAROOQ,43.31Z,43.31Z,20 RUE HENRI BARBUSSE 93300 AUBERVILLIERS,93300,AUBERVILLIERS,93,,,,01,2014-05-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80191933300014,801919333,MIHAI DICU,DICU,43.31Z,43.31Z,CHEZ MR PETRISOR SILVIU 25 RUE DU CHEMIN VERT 75011 PARIS,75011,PARIS,75,,,,NN,2014-04-23,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80232475600021,802324756,A.G.P.G,TAVARES SANCHES,43.31Z,43.31Z,17 AVENUE GAMBETTA 75020 PARIS,75020,PARIS,75,,,,NN,2014-04-22,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80262400700042,802624007,BILEL YOUSFI (YOUSFI B),YOUSFI,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2014-05-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80309972000028,803099720,MKAIR,KHITER,43.31Z,43.31Z,66 AVENUE DES CHAMPS ELYSEES 75008 PARIS,75008,PARIS,75,,,,NN,2014-06-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80320075700018,803200757,PDGL,PETCU,43.31Z,43.31Z,26 RUE DE LA CHAPELLE 75018 PARIS,75018,PARIS,75,,,,NN,2014-06-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81935381400026,819353814,GHEORGHE FAGE,FAGE,43.31Z,43.31Z,72 RUE RENE BOULANGER 75010 PARIS,75010,PARIS,75,,,,NN,2016-03-29,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81943383000026,819433830,N ET D RENOVATION,ROSCOT,43.31Z,43.31Z,4 RUE DU MONT-GERBAULT 93800 EPINAY-SUR-SEINE,93800,EPINAY-SUR-SEINE,93,,,,03,2016-03-31,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81983485400039,819834854,FRANCE ISO ENERGIE,BENHAMOU,43.31Z,43.31Z,52 BOULEVARD FLANDRIN 75016 PARIS,75016,PARIS,75,,,,NN,2016-04-11,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
82000392900016,820003929,RYSZARD BARDAS,BARDAS,43.31Z,43.31Z,63 BOULEVARD MARGUERITE DE ROCHECHOUART 75009 PARIS,75009,PARIS,75,,,,NN,2016-04-25,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
82061803100018,820618031,SFM RENOVATION,DAS NEVES MARQUES DOS SANTOS,43.31Z,43.31Z,54 RUE GRENETA 75002 PARIS,75002,PARIS,75,,,,NN,2016-05-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80746274200014,807462742,TRAVAUX D'INTERIEUR ET RENOVATION (TIR),CORREIA LUIS (CORREIA LUIS),43.31Z,43.31Z,88 AVENUE DES TERNES 75017 PARIS,75017,PARIS,75,,,,NN,2014-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80755050400037,807550504,SCDD,KAYANI,43.31Z,43.31Z,17 AVENUE DE LA REPUBLIQUE 91300 MASSY,91300,MASSY,91,,,,NN,2014-10-29,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80860571100015,808605711,C-STAR,LOPES TAVARES,43.31Z,43.31Z,103 BOULEVARD MACDONALD 75019 PARIS,75019,PARIS,75,,,,NN,2014-12-03,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81167223700039,811672237,MOUSSA REZAI (REZAI MOUSSA),REZAI (REZAI),43.31Z,43.31Z,8 PAS HELENE ROUCH 94200 IVRY SUR SEINE,94200,IVRY SUR SEINE,94,,,,NN,2015-06-05,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81197570500039,811975705,HAMID AISSOU,AISSOU (AISSOU),43.31Z,43.31Z,15 VILLA BERGERAC 94220 CHARENTON-LE-PONT,94220,CHARENTON-LE-PONT,94,,,,NN,2015-06-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81216511600011,812165116,C.R.P DECO,MARQUES RODRIGUES,43.31Z,43.31Z,99 B AVENUE DU GENERAL LECLERC 75014 PARIS,75014,PARIS,75,,,,NN,2015-06-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81219065000018,812190650,DIAS FURTADO SAS,DIAS FURTADO,43.31Z,43.31Z,60 BOULEVARD SERURIER 75019 PARIS,75019,PARIS,75,,,,NN,2015-06-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49371325900015,493713259,EXELISO,,43.31Z,43.31Z,19 RUE DES BALKANS 75020 PARIS,75020,PARIS,75,,,,NN,2007-01-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
40065845600084,400658456,PHILIPPE DIDIER (ETS  DIDIER),DIDIER,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,1995-04-11,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
44180388900019,441803889,BULOP,,43.31Z,43.31Z,CHEZ MME BUI THI KIM NGAN 21 RUE DES CLOYS 75018 PARIS,75018,PARIS,75,,,,NN,2002-04-10,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
52847364800020,528473648,KARKEN,GHERMAN (GHERMAN),43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2010-11-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
53015189300019,530151893,SARL DOM,,43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2011-01-26,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
57222187700036,572221877,ATELIER LOUIS DEL BOCA,MICHEL,43.31Z,43.31Z,25 B RUE EMILE DUCLAUX 92150 SURESNES,92150,SURESNES,92,,,,21,1957-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50449212500027,504492125,UNIS,,43.31Z,43.31Z,24 RUE LOUIS BLANC 75010 PARIS,75010,PARIS,75,,,,NN,2008-05-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51809443800018,518094438,LGI BATIMENT,BUZILA (BUZILA),43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2009-11-04,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10327535000017,103275350,VP BATIMENT,IOSU,43.31Z,43.31Z,25 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2026-03-26,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83756157000024,837561570,DECO STAR,AZAM,43.31Z,43.31Z,1 RUE MARGUERIN 75014 PARIS,75014,PARIS,75,,,,02,2018-02-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83802322400028,838023224,IBRA BATIMENT SARL,DRAGOMIR (DRAGOMIR),43.31Z,43.31Z,8 B RUE ABEL 75012 PARIS,75012,PARIS,75,,,,02,2018-02-21,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83805608300028,838056083,SIMETRA,BACIU,43.31Z,43.31Z,29 RUE CUGNOT 75018 PARIS,75018,PARIS,75,,,,03,2018-03-06,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83829331400020,838293314,SIMA BTP (SIMA BTP),SIMA,43.31Z,43.31Z,3 ALLEE CLAUDE DEBUSSY 95390 SAINT-PRIX,95390,SAINT-PRIX,95,,,,NN,2018-03-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83899110700023,838991107,MAG,MAGUREAN,43.31Z,43.31Z,27 RUE MAXIMILIEN DE ROBESPIERRE 93600 AULNAY-SOUS-BOIS,93600,AULNAY-SOUS-BOIS,93,,,,02,2018-03-19,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84158972400027,841589724,AUGUSTIN KATOMPA MUSANGU (AKM PLATRERIE DECORS),KATOMPA MUSANGU (KATOMPA MUSANGU),43.31Z,43.31Z,CHEZ SOURCE SAS BUREAU 326 78 AVENUE DES CHAMPS ELYSEES 75008 PARIS,75008,PARIS,75,,,,NN,2018-09-10,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84511599700031,845115997,VINCENT GILBERT (ENT GILBERT VINCENT),GILBERT (GILBERT),43.31Z,43.31Z,48 RUE BARGUE 75015 PARIS,75015,PARIS,75,,,,NN,2019-01-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84534837400024,845348374,CSD BAT,CODATI (CODATI),43.31Z,43.31Z,8 AVENUE HENRI BARBUSSE 93000 BOBIGNY,93000,BOBIGNY,93,,,,00,2019-01-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84751220900010,847512209,ENTREPRISE 2L BATIMENT,SANCHES MOREIRA,43.31Z,43.31Z,19 AVENUE D'ITALIE 75013 PARIS,75013,PARIS,75,,,,NN,2019-01-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84785044300015,847850443,MARQUES PLATRERIE,FURTADO MORENO MARQUES,43.31Z,43.31Z,189 AVENUE DE CHOISY 75013 PARIS,75013,PARIS,75,,,,NN,2019-01-27,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83986419600036,839864196,LEOSANDRO DE PINA E SILVA (DE PINA E SILVA FINITION),DE PINA E SILVA (DE PINA E SILVA),43.31Z,43.31Z,49 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2018-05-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84046803700014,840468037,JAMC,VARELA MONTEIRO,43.31Z,43.31Z,41 RUE D'ALSACE 75010 PARIS,75010,PARIS,75,,,,NN,2018-06-18,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84077777500023,840777775,BANDIGNE FOFANA (FOFANA BANDIGNE EI),FOFANA,43.31Z,43.31Z,RESIDENCE PIERRE MICHAUX NUM 0018 51 RUE VICTORIEN SARDOU 87000 LIMOGES,87000,LIMOGES,87,,,,NN,2018-07-03,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84079186700020,840791867,L.A BAT,LAVRIC,43.31Z,43.31Z,44 RUE RODIER 75009 PARIS,75009,PARIS,75,,,,NN,2018-05-24,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84283903700012,842839037,SL BAT,SMAINI,43.31Z,43.31Z,37 AVENUE BOSQUET 75007 PARIS,75007,PARIS,75,,,,NN,2018-09-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
84338239100020,843382391,ROLAT,CORREIA VARELA (SANCHES GONCALVES),43.31Z,43.31Z,LOT 41 66 AVENUE DES CHAMPS ELYSEES 75008 PARIS,75008,PARIS,75,,,,NN,2018-10-22,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83323440400022,833234404,TLN,POPOVIC (POPOVIC),43.31Z,43.31Z,78 RUE DE RICHELIEU 75002 PARIS,75002,PARIS,75,,,,02,2017-10-17,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83413204500024,834132045,MATIERES INTEMPORELLES,BERHONDO,43.31Z,43.31Z,37 RUE DU COLISEE 75008 PARIS,75008,PARIS,75,,,,00,2017-12-12,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
