siret,siren,nom_entreprise,nom_dirigeant,naf_code,naf_libelle,adresse,code_postal,ville,departement,site_web,email,telephone,effectif,date_creation,nature_juridique,priorite,source,date_collecte
92062853400017,920628534,G&G CONCEPTION,GONGORA-PENA,43.31Z,43.31Z,32 RUE PELLEPORT 75020 PARIS,75020,PARIS,75,,,,NN,2022-08-25,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92424972500012,924249725,BOUBAKER BOULEKHRIF,BOULEKHRIF,43.31Z,43.31Z,27 RUE DES BLUETS 75011 PARIS,75011,PARIS,75,,,,NN,2023-11-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
91791731200014,917917312,FJM BATIMENT,JUMEAUCOURT,43.31Z,43.31Z,CHEZ KOAH 10 RUE DE PENTHIEVRE 75008 PARIS,75008,PARIS,75,,,,02,2022-07-11,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
91906088900012,919060889,YON CONSTRUCTION (YON CONSTRUCTION),MOIS,43.31Z,43.31Z,15 VILLA DU BEL AIR 75012 PARIS,75012,PARIS,75,,,,NN,2022-09-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
91917924200020,919179242,ECO RENOV,JAVED,43.31Z,43.31Z,CS 72809 CX 75590 9 RUE PARROT 75012 PARIS,75012,PARIS,75,,,,01,2022-09-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
91935307800018,919353078,RENO DESIGN,FARHAT,43.31Z,43.31Z,23 RUE NOLLET 75017 PARIS,75017,PARIS,75,,,,NN,2022-09-06,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93142038400014,931420384,HS,RODRIGUES CRISOSTOMO,43.31Z,43.31Z,58 RUE DE MONCEAU 75008 PARIS,75008,PARIS,75,,,,NN,2024-07-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93307317300025,933073173,CIEL BLANC,AURIGE,43.31Z,43.31Z,36 RUE DES FRERES LUMIERE ZONE INDUSTRIELLE DES CHANOUX 93330 NEUILLY-SUR-MARNE,93330,NEUILLY-SUR-MARNE,93,,,,NN,2024-05-27,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92147190000024,921471900,MCE RENOV,ANDERCAU,43.31Z,43.31Z,282 RUE DES PYRENEES 75020 PARIS,75020,PARIS,75,,,,02,2022-11-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92176569900027,921765699,MAX TRAVO,SHAH,43.31Z,43.31Z,26 RUE DAMREMONT 75018 PARIS,75018,PARIS,75,,,,01,2022-11-04,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92182755600025,921827556,YANTYO RENOVATION,GHIRITI,43.31Z,43.31Z,27 BOULEVARD SAINT-MARTIN 75003 PARIS,75003,PARIS,75,,,,02,2022-11-18,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92222103100029,922221031,1 BAT SEPT,SOARES OLIVEIRA,43.31Z,43.31Z,6 RUE FRANCOIS MAURIAC 95540 MERY-SUR-OISE,95540,MERY-SUR-OISE,95,,,,02,2022-12-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92228338700020,922283387,CONCEPT PRO RENOV (CONCEPT PRO RENOV),POTOCZNY (POTOCZNY),43.31Z,43.31Z,76 RUE DE LA POMPE 75016 PARIS,75016,PARIS,75,,,,02,2022-12-13,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92228747900013,922287479,VOLUMES PRO,BARRIERE,43.31Z,43.31Z,12 RUE MARTEL 75010 PARIS,75010,PARIS,75,,,,00,2022-12-09,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92290139200014,922901392,GKA SERVICE,GONDAL KHAN,43.31Z,43.31Z,13 RUE DES MURIERS 75020 PARIS,75020,PARIS,75,,,,02,2023-01-09,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93016982600011,930169826,LS CLOISONS,CIOCAN,43.31Z,43.31Z,17 AVENUE GAMBETTA 75020 PARIS,75020,PARIS,75,,,,NN,2024-06-19,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93037144800018,930371448,LAHBIB MAHDID (ML BAT),MAHDID,43.31Z,43.31Z,CHEZ INSER-ASAF N 090164 29 RUE TRAVERSIERE 75012 PARIS,75012,PARIS,75,,,,NN,2024-07-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93056816700017,930568167,VITALII TKACH,TKACH,43.31Z,43.31Z,72 AVENUE DE FLANDRE 75019 PARIS,75019,PARIS,75,,,,NN,2024-05-24,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93064690600014,930646906,EDMILSON SILVA DA VEIGA (JIPW),SILVA DA VEIGA,43.31Z,43.31Z,231 RUE SAINT-HONORE 75001 PARIS,75001,PARIS,75,,,,NN,2024-06-17,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92758973900014,927589739,LCG BATIMENT,MUNTEANU,43.31Z,43.31Z,40 RUE ALEXANDRE DUMAS 75011 PARIS,75011,PARIS,75,,,,NN,2024-03-26,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92767310300010,927673103,GEORGY QUEHEN (QUEHEN),QUEHEN (QUEHEN),43.31Z,43.31Z,58 RUE DE MONCEAU 75008 PARIS,75008,PARIS,75,,,,NN,2024-05-03,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92770259700018,927702597,VIVA BAT,STEFUTI,43.31Z,43.31Z,30 BOULEVARD DE SEBASTOPOL 75004 PARIS,75004,PARIS,75,,,,NN,2024-03-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92773080400014,927730804,EXAUCE BOULEMVO YOULOU (TRAVEL UNION CONCEP),BOULEMVO YOULOU,43.31Z,43.31Z,17 B RUE LACROIX 75017 PARIS,75017,PARIS,75,,,,NN,2024-04-15,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92816006800013,928160068,SERGIU BAT,LEAHEVICI,43.31Z,43.31Z,51 RUE DE MAUBEUGE 75009 PARIS,75009,PARIS,75,,,,NN,2024-04-14,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92860319000028,928603190,HAMZA RIAHI,RIAHI,43.31Z,43.31Z,2ETG LOG 62 15 AVENUE JACQUES CHASTELLAIN 76100 ROUEN,76100,ROUEN,76,,,,NN,2024-05-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
92890962100015,928909621,GM BAT,MOAWAD,43.31Z,43.31Z,54 RUE GRENETA 75002 PARIS,75002,PARIS,75,,,,NN,2024-04-23,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10013368500014,100133685,SBR SYLVAIN BATI RENOV,LAVANOUX,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-21,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10021494900016,100214949,STAFF DESIGN,ABOUZED,43.31Z,43.31Z,43 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-28,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10048311400011,100483114,CLEMENCE DUHAU,DUHAU,43.31Z,43.31Z,12 RUE DU HELDER 75009 PARIS,75009,PARIS,75,,,,NN,2026-01-28,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10050205300018,100502053,HB BATIMENT,EL MOUSSAOUI,43.31Z,43.31Z,6 RUE D'ARMAILLE 75017 PARIS,75017,PARIS,75,,,,NN,2026-01-28,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10054587000014,100545870,POLI-MOLI FRANCE,ABDEL MASSIH,43.31Z,43.31Z,7 RUE VIOLET 75015 PARIS,75015,PARIS,75,,,,NN,2026-01-28,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10066912600011,100669126,BG RENOVPRO,BOLBOCEANU HOLDING,43.31Z,43.31Z,BUREAU 326 59 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2026-02-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10074791400016,100747914,EUROECO,ZIVKOVIC,43.31Z,43.31Z,16 RUE DES GRAVILLIERS 75003 PARIS,75003,PARIS,75,,,,NN,2025-09-09,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
83502538800017,835025388,GHEORGHE LEVA,LEVA (LEVA),43.31Z,43.31Z,131 AVENUE SIMON BOLIVAR 75019 PARIS,75019,PARIS,75,,,,NN,2018-02-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95306055500018,953060555,SAOUDI AMENAGEMENT INTERIEUR,SAOUDI,43.31Z,43.31Z,86 RUE DE L'OURCQ 75019 PARIS,75019,PARIS,75,,,,01,2023-05-31,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95315459800015,953154598,BATIPRO,PLAMADEALA,43.31Z,43.31Z,10 RUE DE PENTHIEVRE 75008 PARIS,75008,PARIS,75,,,,NN,2023-06-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95323498600016,953234986,PRODECO PLACO,MEHAOUED,43.31Z,43.31Z,5 RUE PHILIBERT DELORME 75017 PARIS,75017,PARIS,75,,,,NN,2023-06-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95346051600016,953460516,BERRY RENO,ATTIACH,43.31Z,43.31Z,15 RUE DE LIEGE 75009 PARIS,75009,PARIS,75,,,,NN,2023-06-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95089409700027,950894097,ADYRENOVE,BORGES NUNES SANCHES,43.31Z,43.31Z,BUREAU 326 59 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2023-03-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95093803500017,950938035,LANDORA CONSTRUCTION,DA VEIGA LANDIM,43.31Z,43.31Z,3 RUE D'ENGHIEN 75010 PARIS,75010,PARIS,75,,,,02,2023-03-20,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
95107893000017,951078930,LEGEND R,IFAIDI,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2023-03-10,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99030659900012,990306599,ISMAIL MHAMDI (ISMAEL JOINTEUR ENDUISEUR),MHAMDI,43.31Z,43.31Z,149 AVENUE DU MAINE 75014 PARIS,75014,PARIS,75,,,,NN,2025-08-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99031656400014,990316564,AMIR EURL (AMIR),ALLAGUI,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2025-08-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99052744200026,990527442,BATI NOVA,BLESZNOWSKA,43.31Z,43.31Z,131 BOULEVARD CARNOT 78110 LE VESINET,78110,LE VESINET,78,,,,NN,2025-08-20,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99053139400015,990531394,JULES THIEBAUT (THIEBAUT JULES),THIEBAUT,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2025-08-23,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99185927300013,991859273,DS SERVICES,SY,43.31Z,43.31Z,33 AVENUE PHILIPPE-AUGUSTE 75011 PARIS,75011,PARIS,75,,,,NN,2025-09-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99199263700017,991992637,PLAQUES EXPERTS,KEBE,43.31Z,43.31Z,55 BOULEVARD PEREIRE 75017 PARIS,75017,PARIS,75,,,,NN,2025-09-24,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93928890800014,939288908,A & H RENOV,AZZOUZ,43.31Z,43.31Z,IMMEUBLE D 49-51 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2025-01-07,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93938759300014,939387593,VERONIQUE MENDES GOMES (M G ISOLATION),MENDES GOMES,43.31Z,43.31Z,CS 48756 - CEDEX 08 58 RUE DE MONCEAU 75008 PARIS,75008,PARIS,75,,,,NN,2025-01-06,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93995351900013,939953519,MOHAMMED TAIB,TAIB,43.31Z,43.31Z,CHEZ BELLDOM SASU 29 RUE TRONCHET 75008 PARIS,75008,PARIS,75,,,,NN,2025-01-22,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
93996447400026,939964474,BATI CHRISTOPHE,ABDALLA,43.31Z,43.31Z,22 B RUE DU DEPARTEMENT 75018 PARIS,75018,PARIS,75,,,,NN,2025-01-13,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
94018168800018,940181688,RENOVATION PARIS,GLASER,43.31Z,43.31Z,19 AVENUE D'ITALIE 75013 PARIS,75013,PARIS,75,,,,NN,2025-02-01,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
94021400000017,940214000,E2M,MAZGHAB,43.31Z,43.31Z,BUREAU 326 59 RUE DE PONTHIEU 75008 PARIS,75008,PARIS,75,,,,NN,2025-01-27,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
94034775000017,940347750,PLATRE-BAT,ARDELEAN,43.31Z,43.31Z,27 AVENUE DE FLANDRE 75019 PARIS,75019,PARIS,75,,,,NN,2025-02-03,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
94071724200017,940717242,VS CONSTRUCTION,THAVARASA,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2025-02-10,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
94075545700014,940755457,PITI BATIMENT,PITI,43.31Z,43.31Z,200 RUE DE LA CROIX NIVERT 75015 PARIS,75015,PARIS,75,,,,NN,2025-02-06,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99904751700019,999047517,GHAMMOURI SA,GHAMMOURI,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2025-12-24,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99928124900014,999281249,KAMEL BOULBALI (TADECO),BOULBALI,43.31Z,43.31Z,6 B RUE DE CAMBRAI 75019 PARIS,75019,PARIS,75,,,,NN,2026-01-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99928742800018,999287428,SHERIF NASR ELBARBARY,NASR ELBARBARY,43.31Z,43.31Z,89 A RUE DES PYRENEES 75020 PARIS,75020,PARIS,75,,,,NN,2026-01-03,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99979466200018,999794662,SOCIETE FRANCAISE DE RENOVATION (SFR),BUTT,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-13,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
99991608300010,999916083,3K RENO,EL ABED,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-16,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
32776634100041,327766341,ENTREPRISE AUBRY NOGUEIRA,NOGUEIRA,43.31Z,43.31Z,17 RUE SIMONE 91560 CROSNE,91560,CROSNE,91,,,,02,1983-06-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
35011716400045,350117164,ALAIN BEAR,BEAR,43.31Z,43.31Z,BOITE 75 TOUR NO 4 88 B BOULEVARD NEY 75018 PARIS,75018,PARIS,75,,,,NN,1989-04-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
34504294900023,345042949,DOMINIQUE MARQUES,MARQUES (MARQUES),43.31Z,43.31Z,7 RUE DE PESSON 40230 TOSSE,40230,TOSSE,40,,,,01,1988-05-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10108706200010,101087062,AS DE BATIMENT,GRATIA,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-29,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10112597900019,101125979,ECO RENOVE,HEDFI,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-02-12,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10177315800015,101773158,STOICA BATIMENT,STOICA,43.31Z,43.31Z,8 RUE LEMERCIER 75017 PARIS,75017,PARIS,75,,,,NN,2026-02-13,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10195383400013,101953834,I.C.F,LATIF SHEIKH,43.31Z,43.31Z,200 RUE DE LA CROIX NIVERT 75015 PARIS,75015,PARIS,75,,,,NN,2026-03-20,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10242940400019,102429404,MATHEO DEPLETTE (PLATMAT),DEPLETTE,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-03-14,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49387162800027,493871628,BATI NORD,,43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2007-01-03,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49428384900037,494283849,PLACOPEX (ART PLACO),,43.31Z,43.31Z,221 RUE LA FAYETTE 75010 PARIS,75010,PARIS,75,,,,NN,2007-01-29,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49446934900042,494469349,FRANCOIS THEVENET,THEVENET (THEVENET),43.31Z,43.31Z,13 RUE DU SENTIER 75002 PARIS,75002,PARIS,75,,,,NN,2007-02-20,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49459308000042,494593080,BA- TEM,TEMLE (TEMLE),43.31Z,43.31Z,BAT C1 - PARC DE L'ESPLANADE 10 RUE PAUL HENRI SPAAK 77400 SAINT-THIBAULT-DES-VIGNES,77400,SAINT-THIBAULT-DES-VIGNES,77,,,,12,2007-02-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49471631900012,494716319,LITOIU,,43.31Z,43.31Z,26 RUE DE LA CHAPELLE 75018 PARIS,75018,PARIS,75,,,,NN,2007-03-05,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49505463700022,495054637,C.P.I,,43.31Z,43.31Z,38 RUE D'ENGHIEN 75010 PARIS,75010,PARIS,75,,,,NN,2007-03-26,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49509908700027,495099087,SARL APR,PIRES RODRIGUES (PIRES RODRIGUES),43.31Z,43.31Z,57 RUE D'AMSTERDAM 75008 PARIS,75008,PARIS,75,,,,NN,2007-03-13,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
49511960400025,495119604,LUIS DO NASCIMENTO BORGES NUNES SANCHES,BORGES NUNES SANCHES,43.31Z,43.31Z,101 BOULEVARD PONIATOWSKI 75012 PARIS,75012,PARIS,75,,,,NN,2007-04-02,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50796505100018,507965051,LES COMPAGNONS DU SECOND OEUVRE,,43.31Z,43.31Z,88 AVENUE DES TERNES 75017 PARIS,75017,PARIS,75,,,,NN,2008-09-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50840251800031,508402518,NYCOS BATYMO,FRATILA,43.31Z,43.31Z,15-17 15 RUE J ET ETIENNE DE MONTGOLFIER 93110 ROSNY-SOUS-BOIS,93110,ROSNY-SOUS-BOIS,93,,,,NN,2008-10-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50880832600021,508808326,STP 75,COTOC,43.31Z,43.31Z,118-130 118 AVENUE JEAN JAURES 75019 PARIS,75019,PARIS,75,,,,03,2008-11-03,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50982088200017,509820882,ALADIN,MALSA (MALSA),43.31Z,43.31Z,8 RUE DUGOMMIER 75012 PARIS,75012,PARIS,75,,,,NN,2008-12-01,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
50999459600013,509994596,CN TRAVAUX,,43.31Z,43.31Z,26 RUE DAMREMONT 75018 PARIS,75018,PARIS,75,,,,NN,2009-01-15,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51000571300035,510005713,SCRENOV,GUEDJ,43.31Z,43.31Z,99 B AVENUE DU GENERAL LECLERC 75014 PARIS,75014,PARIS,75,,,,NN,2009-01-05,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51022223500028,510222235,AMB,,43.31Z,43.31Z,3 RUE TROYON 75017 PARIS,75017,PARIS,75,,,,NN,2009-01-20,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51028068800019,510280688,123 DECO,,43.31Z,43.31Z,221 RUE LA FAYETTE 75010 PARIS,75010,PARIS,75,,,,NN,2009-02-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51034910300018,510349103,MPS,,43.31Z,43.31Z,156 AVENUE D'ITALIE 75013 PARIS,75013,PARIS,75,,,,NN,2009-02-04,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51037400200028,510374002,CMTS,DAT,43.31Z,43.31Z,90 BOULEVARD FELIX FAURE 93300 AUBERVILLIERS,93300,AUBERVILLIERS,93,,,,NN,2009-02-04,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
51061181700014,510611817,S.G.BAT & ASSOCIES,DJORDJEVIC,43.31Z,43.31Z,111 AVENUE VICTOR HUGO 75016 PARIS,75016,PARIS,75,,,,03,2009-01-18,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10028450400014,100284504,ANTHONY GUELLEC (AG JOINTOYAGE),GUELLEC,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2026-01-26,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
10092819100012,100928191,ID RENOV,DOBRE,43.31Z,43.31Z,200 RUE DE LA CROIX NIVERT 75015 PARIS,75015,PARIS,75,,,,NN,2026-01-29,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80058822000015,800588220,SEPTIMIU COROIU,COROIU,43.31Z,43.31Z,ETG 5 92 AVENUE DE FLANDRE 75019 PARIS,75019,PARIS,75,,,,NN,2014-02-17,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80059564700036,800595647,EDWIN CARTAJENA MAMANI,CARTAJENA MAMANI (CARTAJENA MAMANI),43.31Z,43.31Z,100 AVENUE PAUL DOUMER 75016 PARIS,75016,PARIS,75,,,,NN,2014-02-17,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80092835000019,800928350,DAN VIOREL ILIES,ILIES,43.31Z,43.31Z,20 RUE SPONTINI 75016 PARIS,75016,PARIS,75,,,,NN,2014-03-08,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80097326500013,800973265,SERGIU CUCU,CUCU,43.31Z,43.31Z,67 AVENUE DU DOCTEUR ARNOLD NETTER 75012 PARIS,75012,PARIS,75,,,,NN,2014-03-11,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80114058300015,801140583,ZIVKOVIC VLADIMIR ENTREPRISE (ZV ENTREPRISE) (ZV ENTREPRISE),ZIVKOVIC,43.31Z,43.31Z,16 RUE DES GRAVILLIERS 75003 PARIS,75003,PARIS,75,,,,03,2014-03-05,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80120042900034,801200429,HN-BUILD,HLAOUI,43.31Z,43.31Z,17 AVENUE JEAN MOULIN 93100 MONTREUIL,93100,MONTREUIL,93,,,,02,2014-03-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
80153303500029,801533035,TRAVAUX CONSEILS ET SOLUTIONS,SELTER,43.31Z,43.31Z,6 IMPASSE GILLET 60270 GOUVIEUX,60270,GOUVIEUX,60,,,,NN,2014-03-10,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81781102900039,817811029,FRANCHE COMTE AGENCEMENT (FRANCHE COMTE AGENCEMENT),BAEV,43.31Z,43.31Z,221 RUE LA FAYETTE 75010 PARIS,75010,PARIS,75,,,,NN,2016-01-15,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81821987500023,818219875,CST,SANCHES TAVARES,43.31Z,43.31Z,2 B RUE DUPONT DE L'EURE 75020 PARIS,75020,PARIS,75,,,,NN,2016-01-14,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81831224100032,818312241,TERRAMANO,JONNARD,43.31Z,43.31Z,15 RUE DU CAPITAINE DREYFUS 93100 MONTREUIL,93100,MONTREUIL,93,,,,01,2016-02-02,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
81899803100012,818998031,ADOTTA ITALIA S.R.L.,,43.31Z,43.31Z,VIA DELLE PASTORELLE 10 36016 THIENE ITALIE,,,,,,,NN,2016-03-01,3220,P2,API Recherche Entreprises / INSEE Sirene,2026-05-17
79365682800019,793656828,WALDEMAR NOWAK,NOWAK,43.31Z,43.31Z,34 RUE DU PLATEAU 75019 PARIS,75019,PARIS,75,,,,NN,2013-07-01,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79390623100014,793906231,LORD ISOLATION,MOIS,43.31Z,43.31Z,30-32 30 BOULEVARD DE SEBASTOPOL 75004 PARIS,75004,PARIS,75,,,,NN,2013-06-24,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79441817800024,794418178,ADAM PASTOR (ADAM PASTOR),PASTOR,43.31Z,43.31Z,19 RUE FERDINAND FABRE 75015 PARIS,75015,PARIS,75,,,,NN,2013-07-08,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79449824600022,794498246,SYLVAIN ALEXER (BARRYSYL BTP),ALEXER,43.31Z,43.31Z,60 RUE FRANCOIS IER 75008 PARIS,75008,PARIS,75,,,,NN,2013-08-05,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79866010600013,798660106,TGS BAT,TATAR,43.31Z,43.31Z,26 RUE DES RIGOLES 75020 PARIS,75020,PARIS,75,,,,NN,2013-11-05,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79872610500017,798726105,MARIUSZ STRZYZOWSKI,STRZYZOWSKI,43.31Z,43.31Z,CHEZ MME PARTYKA BOGUSLAWA 38 AVENUE EMILE ZOLA 75015 PARIS,75015,PARIS,75,,,,NN,2013-10-14,1000,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79893981500022,798939815,DECO SERVICE,MONNERET,43.31Z,43.31Z,233 RUE DU FAUBOURG SAINT-MARTIN 75010 PARIS,75010,PARIS,75,,,,NN,2013-12-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79906338300027,799063383,2AP,PTAK,43.31Z,43.31Z,266 AVENUE DAUMESNIL 75012 PARIS,75012,PARIS,75,,,,02,2013-12-06,5710,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
79943112700015,799431127,QML RENOVATION,DE SOUSA DA QUINTA,43.31Z,43.31Z,24 RUE BARON 75017 PARIS,75017,PARIS,75,,,,NN,2013-12-02,5499,P1,API Recherche Entreprises / INSEE Sirene,2026-05-17
